SrNo,Health Facility Name,pincode,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Unnamed: 10
25555,SC Kotmetta,764047,18,81.72,0,SubCentre,Odisha,Malkangiri  ,Kalimela ,
25590,Bobia,764058,19.01553,82.39606,0,SubCentre,Odisha,Koraput,Kotpad ,
25611,KANASA,756020,21.58241,86.75993,0,Primary Health Centre,Odisha,Baleshwar,Nilagiri P.S. ,
25646,MARSAGHAI,754213,20.42258,86.47791,0,Community Health Center,Odisha,Kendrapara ,Marsaghai ,
25652,TALPADAR SC,768034,21.18502,83.36285,0,SubCentre,Odisha,Bargarh,Bijepur,
25675,BANGRIPOSI,757032,22.15361,86.53855,0,Community Health Center,Odisha,Mayurbhanj,Bangiriposi P.S.,
25689,Jharbeda PHC,758087,21.53289,85.73178,0,Primary Health Centre,Odisha,Kendujhar,Ghatgaon P.S.,
25739,TUMBA,761005,19.13169,84.55642,0,Primary Health Centre,Odisha,Ganjam,JARADA ,
25744,Junupangara SC,754246,20.58692,86.80083,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
25747,PATAKURA CHC,754228,20.38961,86.40632,0,Community Health Center,Odisha,Kendrapara ,Patkura ,
25749,Pandasuguda,764056,19.13061,82.61979,0,SubCentre,Odisha,Koraput,Boriguma ,
25769,Brundabanpur SC,752065,20.10967,85.32245,0,SubCentre,Odisha,Nayagarh  ,Ranapur ,
25818,AMBAJHARI,762015,20.69986,84.11906,0,Primary Health Centre,Odisha,Baudh,Baunsuni ,
25822,Basantpur,754032,20.51996,84.95191,0,SubCentre,Odisha,Cuttack,Narasinghpur ,
25823,Tangarmunda,768221,21.8763,84.4118,0,SubCentre,Odisha,Sambalpur,Govindpur P.S.,
25829,Badabhumi,754032,20.49968,85.07896,0,SubCentre,Odisha,Cuttack,Narasinghpur ,
25864,Barbil CHC,758035,22.12143,85.39716,0,Community Health Center,Odisha,Kendujhar,Barbil P.S.,
25877,KAINTRAGARH SC,759125,20.70988,84.53907,0,SubCentre,Odisha,Anugul  ,Athmallik ,
25903,Bada Nuagaon SC,756048,21.30566,86.58904,0,SubCentre,Odisha,Baleshwar,Khaira P.S. ,
25913,BADAMAHURI SC,761041,19.59905,84.86399,0,SubCentre,Odisha,Ganjam,KABISURYANAGAR ,
25931,Chiliguda SC,766014,19.73678,82.91057,0,SubCentre,Odisha,Kalahandi,Junagarh ,
25936,Malkandel SC,766037,19.61622,82.94856,0,SubCentre,Odisha,Kalahandi,Thuamul Rampur ,
25960,Nalagohira SC,756132,20.83964,86.82983,0,SubCentre,Odisha,Bhadrak,Dhusuri P.S.,
25966,Phuljhar PHC,758018,21.72039,85.38816,0,Primary Health Centre,Odisha,Kendujhar,Nayakote P.S.,
25977,KUSUMI,764058,19.16989,82.35815,0,Primary Health Centre,Odisha,Koraput,Kotpad ,
25981,Pegarpada SC,754227,20.75162,86.65268,0,SubCentre,Odisha,Kendrapara ,Rajkanika ,
26005,PURUNAPANI SC,757030,22.07013,86.6892,0,SubCentre,Odisha,Mayurbhanj,Koliana P.S.,
26020,MORANDA  SC,757046,22.36426,86.03305,0,SubCentre,Odisha,Mayurbhanj,Jamda P.S.(New),
26054,Kashibahal SC,766019,19.6266,82.66453,0,SubCentre,Odisha,Kalahandi,Kokasara ,
26070,Bahamba,770040,21.86166,85.16352,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
26071,Kangeilo SC,759018,20.89159,85.61056,0,SubCentre,Odisha,Dhenkanal,Kamakshyanagar ,
26098,R Girliguma,764028,19.01087,82.80377,0,SubCentre,Odisha,Koraput,Dasamantapur ,
26129,JHARPOKHARIA,757086,22.17427,86.64263,0,Primary Health Centre,Odisha,Mayurbhanj,Jharpokharia P.S.,
26132,SC BIRIGHAT,766118,20.25887,82.72669,0,SubCentre,Odisha,Nuapada  ,Khariar ,
26139,Ghosaramal,768106,21.15991,84.5039,0,SubCentre,Odisha,Sambalpur,Rairakhol P.S.,
26156,Kusurla SC,766102,20.25746,83.42856,0,SubCentre,Odisha,Kalahandi,Madanpur Rampur ,
26186,Asurali SC,756117,20.94552,86.52731,0,SubCentre,Odisha,Bhadrak,Dhamanagar P.S.,
26193,DHH BHAWANIPATNA,766001,19.90165,83.16467,0,District Hospital,Odisha,Kalahandi,Sadar ,
26194,BALIKUDA,754108,20.14279,86.27273,0,Community Health Center,Odisha,Jagatsinghapur ,Balikuda P.S. ,
26212,B. Kalakote SC,761207,19.01229,84.00418,0,SubCentre,Odisha,Gajapati,Serango,
26229,SC-Ukumba,765029,19.16443,83.78532,0,SubCentre,Odisha,Rayagada  ,Gunupur ,
26261,TAKERA,752084,20.39055,84.75527,0,Primary Health Centre,Odisha,Nayagarh  ,Dasapalla  ,
26274,Kalapada,764006,18.80436,82.41749,0,SubCentre,Odisha,Koraput,Kundura ,
26294,KUCHILAGHATI SC,757049,21.94827,86.59399,0,SubCentre,Odisha,Mayurbhanj,Baripada Sadar P.S.,
26306,SC KULEIKELA,766111,20.17517,82.6129,0,SubCentre,Odisha,Nuapada  ,Boden ,
26356,SC-Cheka,765002,19.04641,83.22043,0,SubCentre,Odisha,Rayagada  ,Rayagada ,
26366,SC Panchapalli,754110,20.10208,86.43014,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
26372,MARDAKOTE SC,761032,19.643159,84.964457,0,SubCentre,Odisha,Ganjam,KODALA ,
26374,PADAGHAT,764046,18.47,82.22,0,Primary Health Centre,Odisha,Malkangiri  ,Mudulipada ,
26395,JAGANNATHPUR,,0,0,0,Primary Health Centre,Odisha,Kendujhar,Kendujhar Sadar P.S.,
26408,Jadapara,764074,19.93676,81.93852,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
26435,BUDEN SC,768036,20.88399,83.03531,0,SubCentre,Odisha,Bargarh,Padmapur,
26443,Dundelmal SC,766014,19.78418,83.02414,0,SubCentre,Odisha,Kalahandi,Junagarh ,
26463,SC Anchalaguma,764049,19.32437,82.67239,0,SubCentre,Odisha,Nabarangapur ,Tentulikhunti ,
26482,KUSALDA,757085,21.63726,86.66498,0,Primary Health Centre,Odisha,Mayurbhanj,Khunta P.S.,
26483,Ghantapada SC,762018,20.54341,83.66995,0,SubCentre,Odisha,Baudh,Manamunda ,
26535,Baladuan SC,758022,21.24211,86.18002,0,SubCentre,Odisha,Kendujhar,Anandapur P.S.,
26559,CHAKUNDA SC,761108,19.70605,84.42447,0,SubCentre,Odisha,Ganjam,BADAGADA ,
26605,Kalasuni SC,756134,21.1664,86.54868,0,SubCentre,Odisha,Baleshwar,Similia P.S. ,
26631,SC Jhadkusumi,764075,19.43996,82.23465,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
26648,SC Kutaranga,754212,20.5716,86.4017,0,SubCentre,Odisha,Kendrapara ,Kendrapara (Urban),
26657,Karmabahal,770023,22.18897,84.41819,0,SubCentre,Odisha,Sundargarh,Kutra P.S.,
26661,SRIRAMPUR,762105,19.73746,83.8989,0,Primary Health Centre,Odisha,Kandhamal,Kotagarh ,
26663,Bayangdihi SC,756117,20.91089,86.50637,0,SubCentre,Odisha,Bhadrak,Dhamanagar P.S.,
26683,Gadasahi SC,756049,21.3627,86.48835,0,SubCentre,Odisha,Baleshwar,Oupada P.S. ,
26696,SC Piteipur,754106,20.25303,86.23238,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
26708,SC KANDETARA,766106,20.61399,82.67729,0,SubCentre,Odisha,Nuapada  ,Komana ,
26769,Birkera MC,770036,22.12161,84.80624,0,SubCentre,Odisha,Sundargarh,Lathikata P.S.,
26815,SANKARA,767019,20.99061,83.77252,0,Primary Health Centre,Odisha,Sonapur  ,Binika ,
26816,Bangurisingh SC,759019,20.77697,85.42433,0,SubCentre,Odisha,Dhenkanal,Motunga ,
26853,Sagadapata SC,758033,21.25687,85.92632,0,SubCentre,Odisha,Kendujhar,Harichandanpur P.S.,
26859,Chandarpur,770037,22.04686,84.86597,0,SubCentre,Odisha,Sundargarh,Gurundia P.S.,
26862,Jamunakote SC,759024,20.89592,85.71666,0,SubCentre,Odisha,Dhenkanal,Bhuban ,
26881,Teliposh,,22.28729,84.79185,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
26893,Dangamal SC,754248,20.75515,86.86419,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
26920,SOFA,754022,20.64196,85.96096,0,Primary Health Centre,Odisha,Cuttack,Tangi ,
26932,SC MADHYAPUR,767026,20.54691,83.04167,0,SubCentre,Odisha,Balangir,Khaprakhol ,
26938,SC Dhandara,764069,19.27637,82.65557,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
26941,Gayalbank,754007,20.4222,85.70319,0,SubCentre,Odisha,Cuttack,Banki  ,
26990,JAGANNATHPUR,765034,19.02655,83.77415,0,Community Health Center,Odisha,Rayagada  ,Gunupur ,
27005,Bimlagarh,770040,21.95584,85.02463,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
27028,Mundali,754006,20.43905,85.75115,0,SubCentre,Odisha,Cuttack,Barang  ,
27128,PARJANGA,759120,20.91935,85.31496,0,Community Health Center,Odisha,Dhenkanal,Parajang ,
27170,NAKTIDEOL,768118,21.25605,84.54399,0,Community Health Center,Odisha,Sambalpur,Rairakhol P.S.,
27181,BASANTPUR,768008,21.39578,83.91075,0,SubCentre,Odisha,Sambalpur,Burla P.S.,
27223,Podanag SC,758019,21.26548,85.46251,0,SubCentre,Odisha,Kendujhar,Telkoi P.S.,
27229,TENTULIKHUNTI,764070,19.29289,82.72626,0,Community Health Center,Odisha,Nabarangapur ,Tentulikhunti ,
27239,BASTA,756029,21.6804,87.07003,0,Community Health Center,Odisha,Baleshwar,Basta P.S. ,
27265,SAPANCHUA SC,757074,21.7936,86.58197,0,SubCentre,Odisha,Mayurbhanj,Khunta P.S.,
27268,SARANGARH,762106,20.2248,84.13042,0,Community Health Center,Odisha,Kandhamal,Nuagaon ,
27284,SC Kanaguli,754139,20.20299,86.49127,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
27316,Pangatiria.PHCN,759120,21.13303,85.35859,0,Primary Health Centre,Odisha,Dhenkanal,Kankadahad ,
27331,DAHIGAON SC,768036,20.92973,83.08582,0,SubCentre,Odisha,Bargarh,Padmapur,
27341,Kosida,754130,20.47471,85.8719,0,SubCentre,Odisha,Cuttack,Cuttack (M.Corp.) P.S,
27343,J. DAYANIDHIPUR,761018,19.48703,84.82972,0,Primary Health Centre,Odisha,Ganjam,HINJILI ,
27387,KOCHILAKHUNTA SC,757025,21.7497,86.79835,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
27455,Gosani SC,761210,18.81252,84.14052,0,SubCentre,Odisha,Gajapati,Parlakhemundi,
27467,LUTHURBANDHA,767033,20.21576,83.20831,0,Primary Health Centre,Odisha,Balangir,Titlagarh ,
27489,B N Guda (Keranga),764011,18.770301,82.587145,0,SubCentre,Odisha,Koraput,Koraput ,
27494,Para,768109,21.16756,84.91548,0,SubCentre,Odisha,Debagarh,Kundheigola P.S.,
27525,PURUNAPANI SC,757050,22.12633,86.18006,0,SubCentre,Odisha,Mayurbhanj,Badampahar P.S.,
27542,BANPANDUGUNDI SC,757034,22.02276,86.13465,0,SubCentre,Odisha,Mayurbhanj,Jashipur P.S.,
27547,SC Jaipur,754104,20.33102,86.27441,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
27553,Dasingbadi,762104,19.81726,84.07243,0,SubCentre,Odisha,Kandhamal,Daringbadi,
27575,Baghbar,768109,21.31965,84.87305,0,SubCentre,Odisha,Debagarh,Kundheigola P.S.,
27600,Khadagprasad SC,759121,20.81743,85.30532,0,SubCentre,Odisha,Dhenkanal,Motunga ,
27611,SC Paradeep Garh,754141,20.31455,86.61188,0,SubCentre,Odisha,Jagatsinghapur ,Paradip P.S. ,
27622,RAMBEDA SC,757053,22.46526,85.96873,0,SubCentre,Odisha,Mayurbhanj,Tiring P.S.,
27624,Champadeipur SC,766020,19.78339,83.42325,0,SubCentre,Odisha,Kalahandi,Lanjigarh  ,
27680,Golabandha SC,758084,21.41544,85.31816,0,SubCentre,Odisha,Kendujhar,Telkoi P.S.,
27684,Saranga SC,759145,20.92737,85.26231,0,SubCentre,Odisha,Dhenkanal,Parajang ,
27693,Santoshpur,770036,22.2509,84.9669,0,SubCentre,Odisha,Sundargarh,Raurkela (M) P.S.,
27717,Mukhura SC,756019,21.50964,86.81994,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
27750,BALARAMPRASAD SC,759128,20.87176,85.18643,0,SubCentre,Odisha,Anugul  ,Banarpal ,
27804,Tarava SC,759013,20.73667,85.60619,0,SubCentre,Odisha,Dhenkanal,Dhenkanal Sadar ,
27864,Nalanga SC,756113,21.02639,86.46249,0,SubCentre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
27892,Krushnanagar SC,754248,20.75994,86.89123,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
27938,SC Govindapally,704044,18.57,82.27,0,SubCentre,Odisha,Malkangiri  ,Mudulipada ,
27954,Betagadia SC,756043,21.3429,86.80489,0,SubCentre,Odisha,Baleshwar,Baleshwar (M) P.S.,
28009,Baulajoda SC,756133,20.83495,86.69489,0,SubCentre,Odisha,Bhadrak,Dhusuri P.S.,
28033,SC Dasipur,754219,20.63603,86.6627,0,SubCentre,Odisha,Kendrapara ,Aali ,
28095,Kandira SC,754225,20.62843,86.79528,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
28114,PATHARLA,768028,21.32238,83.55437,0,Primary Health Centre,Odisha,Bargarh,Bargarh,
28116,SC Mandeigam,764061,19.22746,82.3849,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
28170,KANAKTURU SC,761118,19.88372,84.78246,0,SubCentre,Odisha,Ganjam,BUGUDA ,
28171,SC MAHULPATI,767060,20.56216,82.78857,0,SubCentre,Odisha,Balangir,Kantabanji ,
28183,JHARAPARI SC,761114,19.69023,84.60405,0,SubCentre,Odisha,Ganjam,DHARAKOTE ,
28190,Batto SC,758043,21.13026,86.18616,0,SubCentre,Odisha,Kendujhar,Ghasipura P.S.,
28209,SC Ankabeda,764077,19.89988,82.45546,0,SubCentre,Odisha,Nabarangapur ,Chandahandi ,
28211,Amathpur SC,754214,20.61529,86.33734,0,SubCentre,Odisha,Jajapur  ,Bari - Ramachandrapur P.S.(New),
28212,Kantapal SC,759028,21.08846,85.52571,0,SubCentre,Odisha,Dhenkanal,Kankadahad ,
28215,SARAGADA SC,757048,22.25632,86.38774,0,SubCentre,Odisha,Mayurbhanj,Rairangpur P.S.,
28224,KAMARPAL SC,757030,22.03555,86.63432,0,SubCentre,Odisha,Mayurbhanj,Koliana P.S.,
28229,SC-Sundhi Dhamuni,765029,19.28564,83.62396,0,SubCentre,Odisha,Rayagada  ,Gunupur ,
28236,Jamudihi,770040,21.99028,85.11538,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
28237,Neulapoi SC,759014,20.73263,85.70921,0,SubCentre,Odisha,Dhenkanal,Gandia ,
28263,Ramachandrapur SC,756115,21.15268,86.31168,0,SubCentre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
28299,Ketanga SC,758029,21.51019,85.87427,0,SubCentre,Odisha,Kendujhar,Patana P.S.,
28313,Ramagiri,764043,18.77289,82.23898,0,SubCentre,Odisha,Koraput,Boipariguda ,
28352,JHARBANDHA,768042,21.05937,82.79594,0,Primary Health Centre,Odisha,Bargarh,Jharbandha,
28369,S.Bolanga MC,770051,21.71716,84.79742,0,SubCentre,Odisha,Sundargarh,Banei P.S.,
28423,SC Bendra,767022,20.96653,83.40216,0,SubCentre,Odisha,Balangir,Loisinga ,
28459,Adas,768109,21.38934,84.61748,0,SubCentre,Odisha,Debagarh,Kundheigola P.S.,
28476,Nakhara,754022,20.55975,85.94823,0,SubCentre,Odisha,Cuttack,Tangi ,
28497,BARGAON SC,768038,21.37941,83.63036,0,SubCentre,Odisha,Bargarh,Bargarh,
28512,Adia SC,756115,21.16507,86.34592,0,SubCentre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
28514,JAGDALPUR SC,768036,21.12881,82.94216,0,SubCentre,Odisha,Bargarh,Jharbandha,
28528,Ramadha SC,756046,21.23689,86.79341,0,SubCentre,Odisha,Baleshwar,Baleshwar (M) P.S.,
28565,Badmal,768105,21.10754,84.07395,0,SubCentre,Odisha,Sambalpur,Rairakhol P.S.,
28574,Kulia,,20.48089,86.13804,0,SubCentre,Odisha,Cuttack,Nemalo ,
28654,CHAKULIA SC,757020,21.7991,86.98738,0,SubCentre,Odisha,Mayurbhanj,Rasagobindapur P.S.,
28682,Hatibari,,21.331299,84.100792,0,Primary Health Centre,Odisha,Sambalpur,Jujomura P.S.,
28709,J. Prasad SC,752077,20.19541,85.19558,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
28827,Bisra,770036,22.25139,85.01314,0,SubCentre,Odisha,Sundargarh,Raurkela (M) P.S.,
28830,Manipur SC,756045,21.33226,86.61467,0,SubCentre,Odisha,Baleshwar,Soro P.S.,
28841,UPERBEDA,757050,22.16756,86.05807,0,Primary Health Centre,Odisha,Mayurbhanj,Badampahar P.S.,
28859,Rohibanka SC,752090,19.9695,84.92598,0,SubCentre,Odisha,Nayagarh  ,Odagaon ,
28866,BACHHIRPAL SC,757016,21.8145,87.01838,0,SubCentre,Odisha,Mayurbhanj,Rasagobindapur P.S.,
28867,NAKCHI SC,759126,20.92966,84.64786,0,SubCentre,Odisha,Anugul  ,Handapa ,
28871,Teragaon,754213,20.39574,86.573,0,SubCentre,Odisha,Kendrapara ,Mahakalapada ,
28875,"MUNICIPALITY HOSPITAL, BBSR",752034,20.238877,85.832697,0,Post Partum Unit,Odisha,Khordha ,Bhubaneswar (M.Corp.) P.S.,
28881,SC Khandiaguda,764070,19.29126,82.74231,0,SubCentre,Odisha,Nabarangapur ,Tentulikhunti ,
28893,Mukulisi SC,756022,21.67789,87.13084,0,SubCentre,Odisha,Baleshwar,Basta P.S. ,
28895,DHOBANISOLE SC,757032,22.10328,86.58757,0,SubCentre,Odisha,Mayurbhanj,Bangiriposi P.S.,
28926,BHATIGAON SC,768029,21.12455,83.58711,0,SubCentre,Odisha,Bargarh,Barapali,
28952,VIMSAR MEDICAL COLLEGE &HOSPITAL  BURLA SAMBALPUR,768017,21.50029,83.886437,0,Medical Colleges Hospital,Odisha,Sambalpur,Burla P.S.,
28963,SINGPALI SC,768027,21.39646,83.76513,0,SubCentre,Odisha,Bargarh,Attabira,
29003,SC Basandara,754111,20.29319,86.05175,0,SubCentre,Odisha,Jagatsinghapur ,Biridi P.S.(New),
29022,Koska SC,752093,20.34615,85.02622,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
29056,BADAKHAMAN SC,757087,21.61803,86.49269,0,SubCentre,Odisha,Mayurbhanj,Udala P.S.,
29075,SC DUMERCHUAN,767060,20.53274,82.74992,0,SubCentre,Odisha,Balangir,Kantabanji ,
29108,ANUA SC,757018,21.86511,86.9164,0,SubCentre,Odisha,Mayurbhanj,Muruda P.S.,
29146,CHAMUNDA SC,761121,19.9334,84.77606,0,SubCentre,Odisha,Ganjam,JAGANNATH PRASAD ,
29152,SORO,756045,21.27879,86.69334,0,Community Health Center,Odisha,Baleshwar,Soro P.S.,
29157,SC DARLIMUNDA,766105,20.83577,82.63231,0,SubCentre,Odisha,Nuapada  ,Nuapada,
29177,Jairampur,754201,20.51349,86.16558,0,SubCentre,Odisha,Cuttack,Nemalo ,
29230,Gujarpur,754200,20.50171,85.95139,0,SubCentre,Odisha,Cuttack,Jagatpur  ,
29318,Kabrapali,,21.44748,84.09705,0,SubCentre,Odisha,Sambalpur,Jujomura P.S.,
29351,GANDIBED,756048,21.28505,86.53919,0,Primary Health Centre,Odisha,Baleshwar,Khaira P.S. ,
29370,Denua SC,758017,21.70919,85.80238,0,SubCentre,Odisha,Kendujhar,Patana P.S.,
29380,Sole,768228,21.93994,84.55148,0,SubCentre,Odisha,Sundargarh,Gurundia P.S.,
29382,Padmapur,770039,22.25526,84.76302,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
29390,Bandhagada,762011,20.28293,84.15571,0,SubCentre,Odisha,Kandhamal,Phiringia  ,
29421,Apilo,754207,20.50347,86.22214,0,SubCentre,Odisha,Cuttack,Mahanga ,
29447,SUNDARPUR SC,761025,19.40627,84.91354,0,SubCentre,Odisha,Ganjam,CHHATRAPUR ,
29462,SC Karchamal,764061,19.2289,82.35543,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
29523,SC AMLAPALI,766107,20.33014,82.84356,0,SubCentre,Odisha,Nuapada  ,Khariar ,
29544,SC MV 55,764086,18.08692,81.63562,0,SubCentre,Odisha,Malkangiri  ,Kalimela ,
29688,BHALKICHUA SC,757048,22.1983,86.27312,0,SubCentre,Odisha,Mayurbhanj,Rairangpur P.S.,
29693,Ruguda,770044,21.72601,84.99153,0,SubCentre,Odisha,Sundargarh,Banei P.S.,
29775,GADDAULIA,757082,21.60566,86.92088,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
29779,Kund,770044,22.0137,83.70228,0,SubCentre,Odisha,Sundargarh,Hemgir P.S.,
29832,Kiringsira,770016,22.25755,84.4141,0,SubCentre,Odisha,Sundargarh,Kutra P.S.,
29834,GALLERY SC,,20.09322,84.57206,0,SubCentre,Odisha,Ganjam,BHANJANAGAR ,
29853,SANJAMURA SC,759126,20.88704,84.50197,0,SubCentre,Odisha,Anugul  ,Handapa ,
29891,Baunsaput (Sarapali),764027,18.920556,83.228723,0,SubCentre,Odisha,Koraput,Bandhugaon ,
29893,Gambhariguda SC,766019,19.63959,82.70405,0,SubCentre,Odisha,Kalahandi,Kokasara ,
29905,JARADA SC,761104,19.0744,84.50186,0,SubCentre,Odisha,Ganjam,JARADA ,
29941,SC Ratadiha,754210,20.48337,86.32234,0,SubCentre,Odisha,Kendrapara ,Derabish ,
29952,SC-Mirabali,765002,19.08961,83.53307,0,SubCentre,Odisha,Rayagada  ,Rayagada ,
29985,Aradi PHC(N),756132,20.81129,86.65816,0,Primary Health Centre,Odisha,Bhadrak,Dhusuri P.S.,
30038,POLOSARA-II SC,761105,19.70551,84.82045,0,SubCentre,Odisha,Ganjam,POLASARA ,
30046,SC BHULIASIKUAN,766107,20.359683,82.791247,0,SubCentre,Odisha,Nuapada  ,Khariar ,
30053,JASHIPUR,757034,21.94787,86.06832,0,Post Partum Unit,Odisha,Mayurbhanj,Jashipur P.S.,
30110,Baincha SC,756003,21.50892,86.96872,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
30123,Dahijira,770018,22.25524,84.44497,0,SubCentre,Odisha,Sundargarh,Kutra P.S.,
30143,KANSAR,768121,21.43953,84.51137,0,Primary Health Centre,Odisha,Debagarh,Debagarh P.S.,
30149,SC Chaulamendi,764044,18.48826,82.15601,0,SubCentre,Odisha,Malkangiri  ,Mathili ,
30166,RAVANAGUDA,764072,19.47648,82.31125,0,Primary Health Centre,Odisha,Nabarangapur ,Dabugan ,
30175,Surukabadi SC,752065,20.03525,85.30556,0,SubCentre,Odisha,Nayagarh  ,Ranapur ,
30248,DANGOSORADA,765020,19.60555,83.64333,0,Primary Health Centre,Odisha,Rayagada  ,Chandrapur ,
30250,Kamardha SC,766110,20.02383,83.43889,0,SubCentre,Odisha,Kalahandi,Lanjigarh  ,
30344,SC-Kenduguda,765022,19.29958,83.90921,0,SubCentre,Odisha,Rayagada  ,Padmapur ,
30388,Kodagadia SC,758048,22.0339,85.55533,0,SubCentre,Odisha,Kendujhar,Champua P.S.,
30423,Gadadharaprasad SC,752068,20.15882,85.13269,0,SubCentre,Odisha,Nayagarh  ,Nayagarh Sadar ,
30469,KALIKAPRASAD PHC,752079,20.08433,85.14651,0,Primary Health Centre,Odisha,Nayagarh  ,Nayagarh Sadar ,
30489,JALOI,767018,20.91547,83.96709,0,Primary Health Centre,Odisha,Sonapur  ,Ulunda ,
30520,Fuljhar,770044,21.72613,85.11713,0,SubCentre,Odisha,Sundargarh,Lahunipara P.S.,
30541,RANMAL,,19.65452,82.81039,0,Others,Odisha,Kalahandi,Jayapatna ,
30544,Bisipada,762011,20.4187,84.19966,0,SubCentre,Odisha,Kandhamal,Phulabani Town  ,
30552,Nepura,756023,21.66608,87.22744,0,SubCentre,Odisha,Baleshwar,Singla P.S. ,
30565,KOIDA,770048,21.90701,85.24507,0,Community Health Center,Odisha,Sundargarh,Koida P.S.,
30567,SC-Limapadar,765029,19.21475,83.77899,0,SubCentre,Odisha,Rayagada  ,Gunupur ,
30570,SC MV 21,,0,0,0,SubCentre,Odisha,Malkangiri  ,Malkangiri ,
30582,Purunapani,770035,22.40539,84.87353,0,SubCentre,Odisha,Sundargarh,Hatibari P.S.,
30592,Chandragiri SC,761017,19.30963,84.28454,0,SubCentre,Odisha,Gajapati,Mohana,
30605,Mahaguda,764027,19.03605,83.28412,0,SubCentre,Odisha,Koraput,Bandhugaon ,
30618,DEULI,752064,20.145464,85.403506,0,Primary Health Centre,Odisha,Khordha ,Bolagad ,
30620,Gaudasahi SC,755012,20.7167,86.43056,0,SubCentre,Odisha,Jajapur  ,Binjharpur P.S. (P),
30622,Antara SC,756048,21.17144,86.48334,0,SubCentre,Odisha,Baleshwar,Khaira P.S. ,
30629,Dalua,754029,20.60451,85.72995,0,SubCentre,Odisha,Cuttack,Athagad  ,
30640,BIROLI,755006,20.8751,86.37613,0,Primary Health Centre,Odisha,Bhadrak,Bhandari Pokhari P.S. ,
30643,Tarimul SC,758025,21.17958,86.03746,0,SubCentre,Odisha,Kendujhar,Ghasipura P.S.,
30649,Fakirpur CHC,758022,21.21646,86.11403,0,Community Health Center,Odisha,Kendujhar,Anandapur P.S.,
30652,HEMGIR,770013,21.94568,83.70394,0,Community Health Center,Odisha,Sundargarh,Hemgir P.S.,
30669,TADKI SC,757075,21.76731,86.59121,0,SubCentre,Odisha,Mayurbhanj,Khunta P.S.,
30694,Haladia,754207,20.55599,86.26302,0,SubCentre,Odisha,Cuttack,Mahanga ,
30700,T. Bhejaput,,18.751941,82.915901,0,SubCentre,Odisha,Koraput,Koraput ,
30720,LASTALA SC,768027,21.38564,83.70128,0,SubCentre,Odisha,Bargarh,Attabira,
30739,Gopalpur,770024,22.05437,83.70459,0,SubCentre,Odisha,Sundargarh,Hemgir P.S.,
30749,SC-Podapadar,765015,19.41612,83.01873,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
30759,Badajamposi SC,758027,21.46236,85.91124,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
30763,Kerokuda SC,766011,20.05137,20.05137,0,SubCentre,Odisha,Kalahandi,Kesinga ,
30783,DALKI SC,757046,22.35162,86.0263,0,SubCentre,Odisha,Mayurbhanj,Jamda P.S.(New),
30843,Garabandha SC,761206,18.8319,84.27233,0,SubCentre,Odisha,Gajapati,Parlakhemundi,
30854,Sadaranga,764058,19.14614,82.27633,0,SubCentre,Odisha,Koraput,Kotpad ,
30871,Singadia SC,755018,21.00754,85.89511,0,SubCentre,Odisha,Jajapur  ,Sukinda ,
30875,JADIDA SC,757017,21.61249,86.84101,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
30911,Podabalanda,768106,21.05434,84.29336,0,SubCentre,Odisha,Sambalpur,Rairakhol P.S.,
30913,Adalpank PHC(N),756115,21.1707,86.32361,0,Primary Health Centre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
30954,Tampergarh,,21.38923,84.26367,0,SubCentre,Odisha,Sambalpur,Jujomura P.S.,
30972,Palasudha,754134,20.35809,86.30589,0,SubCentre,Odisha,Kendrapara ,Patkura ,
